id,user_id,user_login,user_name,license,image_url
9986661,451919,jacog,Jaco Grundling,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/13726455/medium.jpg
57009836,57756,john_barkla,John Barkla,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/90901240/medium.jpeg
69422453,57678,n_armstrong,,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/112630981/medium.jpg
69484781,1492893,tayfinds,taylor h,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/112753318/medium.jpg
145482694,1710045,alexandra241,Alexandra Gillespie,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/249902026/medium.jpg
195443614,3009611,awhesian,Awhesian,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/343836720/medium.jpg
197724779,1710045,alexandra241,Alexandra Gillespie,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/348317942/medium.jpg
224329867,347181,georgiasteel,,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/397581984/medium.jpeg
240711728,1252785,madison78,Madison Hart,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/428894876/medium.jpeg
248022475,3076998,tyler_mcbeth,Tyler McBeth,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/443082782/medium.jpeg
251985700,5231230,henryahh,Henry Hart,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/450990571/medium.jpeg
114388,6321,rdmpage,Roderic Page,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/163401/medium.jpg
780592,6321,rdmpage,Roderic Page,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/980883/medium.jpg
980772,57852,land_and_sea,Jared Waters,CC-BY,https://static.inaturalist.org/photos/1237965/medium.
1351260,59227,lisa_bennett,Lisa Bennett,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1671854/medium.JPG
2604929,1115,jon_sullivan,Jon Sullivan,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2909646/medium.jpg
2645285,59227,lisa_bennett,Lisa Bennett,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2968893/medium.JPG
2658315,59227,lisa_bennett,Lisa Bennett,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2987929/medium.JPG
2664193,84804,emily_r,Emily Roberts,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2994610/medium.jpeg
3385563,16490,tony_wills,Tony Wills,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3913191/medium.JPG
4532668,84804,emily_r,Emily Roberts,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/5491602/medium.jpeg
4532801,84804,emily_r,Emily Roberts,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/5491731/medium.jpeg
6491657,59227,lisa_bennett,Lisa Bennett,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/8213571/medium.jpeg
7760248,84804,emily_r,Emily Roberts,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/10191987/medium.jpeg
8462547,57805,shaun-lee,Shaun Lee,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/11280343/medium.jpg
8870538,686442,shaun_thompson,Shaun,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/11927305/medium.jpg
9700713,59227,lisa_bennett,Lisa Bennett,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/13268070/medium.jpeg
9866227,58314,jacqui-nz,Jacqui Geux,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/13518269/medium.jpeg
11253173,58314,jacqui-nz,Jacqui Geux,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/15983614/medium.jpeg
14088374,58314,jacqui-nz,Jacqui Geux,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/20859691/medium.jpeg
15311766,883012,predomalpha,Javier,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/22925537/medium.jpeg
17209050,883012,predomalpha,Javier,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/26087791/medium.jpeg
19158720,58645,naturewatchwidow,,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/29418275/medium.jpeg
19360881,364884,williambrockelsby,William Brockelsby,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/29772929/medium.jpeg
19560916,883012,predomalpha,Javier,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/30108246/medium.jpeg
19914981,57805,shaun-lee,Shaun Lee,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/30717589/medium.jpg
20452569,693281,vmoser,Valentin Moser,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/31579136/medium.jpg
20483844,413966,sebastiandoak,Sebastian Doak,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/31611771/medium.png
20529184,413966,sebastiandoak,Sebastian Doak,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/31689756/medium.jpg
21291963,1491090,yukkiqiu,Yukki Qiu,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/32922965/medium.jpg
